id,noun,article,plural,translation,niveau,level,createdAt,updatedAt,deletedAt
1046,Bedeutung,Die,Bedeutungen,Significado,B1.2,intermediate,12/06/20,,
1047,Dialekt,Der,Dialekte,Dialecto,B1.2,intermediate,12/06/20,,
1048,Durchsage,Die,Durchsagen,Aviso,B1.2,intermediate,12/06/20,,
1049,Missverständnis,Das,Missverständnisse,Malentendido,B1.2,intermediate,12/06/20,,
1050,Amt,Das,Ämter,"Cargo, Puesto / Departamento, Ministerio",B1.2,intermediate,12/06/20,,
1051,Standesamt,Das,Standesämter,Registro Civil,B1.2,intermediate,12/06/20,,
1052,Anwalt,Der,Anwälte,Abogado,B1.2,intermediate,12/06/20,,
1053,Rechtsanwalt,Der,Rechtsanwälte,Abogado,B1.2,intermediate,12/06/20,,
1054,Bank,Die,Bänke / Banken,Banco / Banco de plaza,B1.2,intermediate,12/06/20,,
1055,Beamte,Der,Beamten,Funcionario,B1.2,intermediate,12/06/20,,
1056,Briefträger,Der,Briefträger,Cartero,B1.2,intermediate,12/06/20,,
1057,Datei,Die,Dateien,"Archivo, Documento",B1.2,intermediate,12/06/20,,
1058,Flug,Der,Flüge,Vuelo,B1.2,intermediate,12/06/20,,
1059,Leiter,Der,Leiter,Escalera / Profesor,B1.2,intermediate,12/06/20,,
1060,Kursleiter,Der,Kursleiter,Profesor,B1.2,intermediate,12/06/20,,
1061,Nagel,Der,Nägel,Uña / Clavo,B1.2,intermediate,12/06/20,,
1062,Hahn,Der,Hähne,Gallo / Grifo,B1.2,intermediate,12/06/20,,
1063,Schloss,Das,Schlösser,Castillo / Candado - Cerradura,B1.2,intermediate,12/06/20,,
1064,Schlange,Die,Schlangen,Serpiente / Fila,B1.2,intermediate,12/06/20,,
1065,Birne,Die,Birnen,Pera / Bombilla de luz,B1.2,intermediate,12/06/20,,
1066,Schalter,Der,Schalter,Boletería - Mostrador / Interruptor,B1.2,intermediate,12/06/20,,
1067,Camping,Das,Camping,Camping,B1.2,intermediate,12/06/20,,
1068,Campingplatz,Der,Campingplätze,Camping,B1.2,intermediate,12/06/20,,
1069,Zeltplatz,Der,Zeltplätze,Camping,B1.2,intermediate,12/06/20,,
1070,Ereignis,Das,Ereignisse,Evento,B1.2,intermediate,12/06/20,,
1071,Gras,Das,Gräser,Hierba,B1.2,intermediate,12/06/20,,
1072,Honig,Der,Honige,Miel,B1.2,intermediate,12/06/20,,
1073,Landwirtschaft,Die,Landwirtschaft,Agricultura,B1.2,intermediate,12/06/20,,
1074,Saison,Die,Saisons,Temporada,B1.2,intermediate,12/06/20,,
1075,Tradition,Die,Traditionen,Tradición,B1.2,intermediate,12/06/20,,
1076,Übernachtung,Die,Übernachtungen,Pasar la noche (hospedaje),B1.2,intermediate,12/06/20,,
1077,Vieh,Das,Vieh,Ganado,B1.2,intermediate,12/06/20,,
1078,Wolle,Die,Wolle,Lana,B1.2,intermediate,12/06/20,,
1079,Aprikose,Die,Aprikosen,Damasco,B1.2,intermediate,12/06/20,,
1080,Auftritt,Der,Auftritte,Salida a escena,B1.2,intermediate,12/06/20,,
1081,Fasching,Der,Faschinge,Carnaval,B1.2,intermediate,12/06/20,,
1082,Jahrhundert,Das,Jahrhunderte,Siglo,B1.2,intermediate,12/06/20,,
1083,Titel,Der,Titel,Título,B1.2,intermediate,12/06/20,,
1084,Aussicht,Die,Aussichten,Vista (Panorama),B1.2,intermediate,12/06/20,,
1085,Dreck,Der,Dreck,Basura,B1.2,intermediate,12/06/20,,
1086,Hütte,Die,Hütten,Cabaña,B1.2,intermediate,12/06/20,,
1087,Imbiss,Der,Imbisse,Refrigerio,B1.2,intermediate,12/06/20,,
1088,Lebensgefhar,Die,Lebensgefahren,Peligro de muerte,B1.2,intermediate,12/06/20,,
1089,Stein,Der,Steine,Piedra,B1.2,intermediate,12/06/20,,
1090,Stiefel,Der,Stiefel,Botas,B1.2,intermediate,12/06/20,,
1091,Tal,Das,Täler,Valle,B1.2,intermediate,12/06/20,,
1092,Unglück,Das,Unglücke,Infortunio - Accidente - Adversidad,B1.2,intermediate,12/06/20,,
1093,Wirt,Der,Wirte,Empleado,B1.2,intermediate,12/06/20,,
1094,Gemeinschaft,Die,Gemeinschaften,Comunidad,B1.2,intermediate,12/06/20,,
1095,Rücksicht,Die,Rücksichten,Consideración,B1.2,intermediate,12/06/20,,
1096,Vorschrift,Die,Vorschriften,Precepto - Norma,B1.2,intermediate,12/06/20,,
1097,Wohl,Das,Wohl,Bienestar,B1.2,intermediate,12/06/20,,
1098,Zweck,Der,Zwecke,Finalidad / Objetivo,B1.2,intermediate,12/06/20,,
1099,Decke,Die,Decken,Manta / Cobertor / Colcha - Envoltura,B1.2,intermediate,12/06/20,,
1100,Resultat,Das,Resultate,Resultado,B1.2,intermediate,12/06/20,,
1101,Schwierigkeit,Die,Schwierigkeiten,Dificultad,B1.2,intermediate,12/06/20,,
1102,Szene,Die,Szenen,Escena,B1.2,intermediate,12/06/20,,
1103,Bau,Der,Bauten,Obra / Construcción,B1.2,intermediate,12/06/20,,
1104,Bundesstaat,Der,Bundesstaaten,Estado Federal,B1.2,intermediate,12/06/20,,
1105,Bundesregierung,Die,Bundesregierungen,Gobierno Federal,B1.2,intermediate,12/06/20,,
1106,Denkmal,Das,Denkmäler,Monumento,B1.2,intermediate,12/06/20,,
1107,Einführung,Die,Einführungen,Instalación - Introducción,B1.2,intermediate,12/06/20,,
1108,Flucht,Die,Fluchten,Fuga,B1.2,intermediate,12/06/20,,
1109,Gegner,Der,Gegner,Adversario,B1.2,intermediate,12/06/20,,
1110,Gewalt,Die,Gewalten,Violencia,B1.2,intermediate,12/06/20,,
1111,Macht,Die,machte,Poder,B1.2,intermediate,12/06/20,,
1112,Nationalfeiertag,Der,Nationalfeiertage,Fiesta Nacional,B1.2,intermediate,12/06/20,,
1113,Nationalhymne,Die,Nationalhymnen,Himno Nacional,B1.2,intermediate,12/06/20,,
1114,Soldat,Der,Soldaten,Soldado,B1.2,intermediate,12/06/20,,
1115,Teil,Der,Teile,Parte,B1.2,intermediate,12/06/20,,
1116,Ursache,Die,Ursachen,Causa - Motivo - Origen,B1.2,intermediate,12/06/20,,
1117,Verlust,Der,Verluste,Pérdida - Merma - Déficit - Detrimento,B1.2,intermediate,12/06/20,,
1118,Anzahl,Die,Anzahlen,Número - Cantidad,B1.2,intermediate,12/06/20,,
1119,Garantie,Die,Garantien,Garantía,B1.2,intermediate,12/06/20,,
1120,Genehmigung,Die,Genehmigungen,Aprobación,B1.2,intermediate,12/06/20,,
1121,Hit,Der,Hits,Éxito,B1.2,intermediate,12/06/20,,
1122,Konsequenz,Die,Konsequenzen,Consecuencia,B1.2,intermediate,12/06/20,,
1123,Ehe,Die,Ehen,Matrimonio,B1.2,intermediate,12/06/20,,
1124,Erziehung,Die,Erziehungen,Educación,B1.2,intermediate,12/06/20,,
1125,Generation,Die,Generationen,Generación,B1.2,intermediate,12/06/20,,
1126,Konflikt,Der,Konflikte,Conflicto,B1.2,intermediate,12/06/20,,
1127,Krieg,Der,Kriege,Guerra,B1.2,intermediate,12/06/20,,
1128,Kuss,Der,Küsse,Beso,B1.2,intermediate,12/06/20,,
1129,Lüge,Die,Lügen,Mentira,B1.2,intermediate,12/06/20,,
1130,Ratschlag,Der,Ratschläge,Consejo,B1.2,intermediate,12/06/20,,
1131,Streit,Der,Streite,"Disputa, discusión",B1.2,intermediate,12/06/20,,
1132,Träne,Die,Tränen,Lagrima,B1.2,intermediate,12/06/20,,
1133,Ernte,Die,Ernten,Cosecha - Campaña,B1.2,intermediate,12/06/20,,
1134,Gegensatz,Der,Gegensätze,Oposición - Contradicción,B1.2,intermediate,12/06/20,,
1135,Klavier,Das,Klaviere,Piano,B1.2,intermediate,12/06/20,,
1136,Kosmetik,Die,Kosmetik,Cosmético,B1.2,intermediate,12/06/20,,
1137,Mitternacht,Die,Mitternacht,Medianoche,B1.2,intermediate,12/06/20,,
1138,Schminke,Die,Schminke,Maquillaje,B1.2,intermediate,12/06/20,,
1139,Wert,Der,Werte,Valor,B1.2,intermediate,12/06/20,,
1140,Bürgerinitiative,Die,Bürgerinitiativen,Iniciativa ciudadana,B1.2,intermediate,12/06/20,,
1141,Bundeskanzler,Der,Bundeskanzler,Canciller,B1.2,intermediate,12/06/20,,
1142,Demokratie,Die,Demokratien,Democracia,B1.2,intermediate,12/06/20,,
1143,Energie,Die,Energien,Energia,B1.2,intermediate,12/06/20,,
1144,Forschung,Die,Forschungen,Investigación,B1.2,intermediate,12/06/20,,
1145,Frieden,Der,Frieden,Paz,B1.2,intermediate,12/06/20,,
1146,Gebühr,Die,Gebühren,Tasa - Cuota - Impuesto,B1.2,intermediate,12/06/20,,
1147,Klima,Das,Klima,Clima,B1.2,intermediate,12/06/20,,
1148,Kraftwerk,Das,Kraftwerke,Central eléctrica,B1.2,intermediate,12/06/20,,
1149,Mehrheit,Die,Mehrheiten,Mayoria,B1.2,intermediate,12/06/20,,
1150,Minderheit,Die,Minderheiten,Minoria,B1.2,intermediate,12/06/20,,
1151,Minister,Der,Minister,Ministro,B1.2,intermediate,12/06/20,,
1152,Nationalfeiertag,Der,Nationalfeiertage,Fiesta Nacional,B1.2,intermediate,12/06/20,,
1153,Opposition,Die,Oppositionen,Oposición (política),B1.2,intermediate,12/06/20,,
1154,Parlament,Das,Parlamente,Parlamento,B1.2,intermediate,12/06/20,,
1155,Partei,Die,Parteien,Partido - Facción,B1.2,intermediate,12/06/20,,
1156,Proteste,Der,Proteste,Protesta,B1.2,intermediate,12/06/20,,
1157,Regierung,Die,Regierungen,Gobierno,B1.2,intermediate,12/06/20,,
1158,Schutz,Der,Schutz,Protección,B1.2,intermediate,12/06/20,,
1159,Skandal,Der,Skandale,Escándalo,B1.2,intermediate,12/06/20,,
1160,Vertreter,Der,Vertreter,Representante,B1.2,intermediate,12/06/20,,
1161,Volk,Das,Volkër,Pueblo - Nación,B1.2,intermediate,12/06/20,,
1162,Wahl,Die,Wahlen,Elección,B1.2,intermediate,12/06/20,,
1163,Biologie,Die,Biologie,Biología,B1.2,intermediate,12/06/20,,
1164,Geschwindigkeit,Die,Geschwindigkeiten,Velocidad / Rápidez / Celeridad,B1.2,intermediate,12/06/20,,
1165,Beschränkung,Die,Beschränkungen,Restricción,B1.2,intermediate,12/06/20,,
1166,Rentner,Der,Rentner,Pensionista,B1.2,intermediate,12/06/20,,
1167,Rente,Die,Renten,Renta,B1.2,intermediate,12/06/20,,
1168,Reportage,Die,Reportagen,Informe / Reportaje,B1.2,intermediate,12/06/20,,
1169,Ware,Die,Waren,Mercadería,B1.2,intermediate,12/06/20,,
1170,Anerkennung,Die,Anerkennungen,Reconocimiento,B1.2,intermediate,12/06/20,,
1171,Einfluss,Der,Einflüsse,Influencia,B1.2,intermediate,12/06/20,,
1172,Galerie,Die,Galerien,Galeria,B1.2,intermediate,12/06/20,,
1173,Hügel,Der,Hügel,Colina,B1.2,intermediate,12/06/20,,
1174,Medien,Die,Medien,Medios de comunicación,B1.2,intermediate,12/06/20,,
1175,Zerstörung,Die,Zerstörungen,Destrucción,B1.2,intermediate,12/06/20,,
1176,Antrag,Der,Anträge,Solicitud - Propuesta,B1.2,intermediate,12/06/20,,
1177,Heiratsantrag,Der,Heiratsanträge,Propuesta de matrimonio,B1.2,intermediate,12/06/20,,
1178,Feind,Der,Feinde,Enemigo,B1.2,intermediate,12/06/20,,
1179,Geburtsjahr,Das,Geburtsjahre,Año de nacimiento,B1.2,intermediate,12/06/20,,
1180,Geburtsort,Der,Geburtsorte,Lugar de nacimiento,B1.2,intermediate,12/06/20,,
1181,Liebling,Der,Lieblinge,Favorito,B1.2,intermediate,12/06/20,,
1182,Recht,Das,Rechte,Derecho,B1.2,intermediate,12/06/20,,
1183,Menschenrecht,Das,Menschenrechte,Derecho Humano,B1.2,intermediate,12/06/20,,
1184,Vorurteil,Das,Vorurteile,Prejuicio,B1.2,intermediate,12/06/20,,
1185,Blitz,Der,Blitze,Relámpago,B1.2,intermediate,12/06/20,,
1186,Dieb,Der,Diebe,Ladrón,B1.2,intermediate,12/06/20,,
1187,Diebstahl,Der,Diebstähle,Robo,B1.2,intermediate,12/06/20,,
1188,Donner,Der,Donnern,Trueno,B1.2,intermediate,12/06/20,,
1189,Droge,Die,Drogen,Droga,B1.2,intermediate,12/06/20,,
1190,Überschrift,Die,Überschriften,Titular - Encabezamiento,B1.2,intermediate,12/06/20,,
1191,Betreuung,Die,Betreungen,Cuidado,B1.2,intermediate,12/06/20,,
1192,Dichter,Der,Dichter,Poeta,B1.2,intermediate,12/06/20,,
1193,Industrie,Die,Industrien,Industria,B1.2,intermediate,12/06/20,,
1194,Mittel,Das,Mittel,Medio,B1.2,intermediate,12/06/20,,
1195,Kommunicationsmittel,Das,Kommunicationsmittel,Medios de comunicación,B1.2,intermediate,12/06/20,,
1196,Physik,Die,Physik,Física,B1.2,intermediate,12/06/20,,
1197,Physiklehrer,Der,Physiklehrer,Profesor de Física,B1.2,intermediate,12/06/20,,
1198,Präsident,Der,Präsidenten,Presidente,B1.2,intermediate,12/06/20,,
1199,Presse,Die,Presse,Prensa,B1.2,intermediate,12/06/20,,
1200,Pressemeldung,Die,Pressemeldungen,Informe de prensa,B1.2,intermediate,12/06/20,,
1201,Recherche,Die,Recherchen,Investigación,B1.2,intermediate,12/06/20,,
1202,Reporter,Der,Reporter,Reportero,B1.2,intermediate,12/06/20,,
1203,Rufnummer,Die,Rufnummern,Número telefónico,B1.2,intermediate,12/06/20,,
1204,Schicht,Die,Schichten,Pila - Capa - Película - Sedimento,B1.2,intermediate,12/06/20,,
1205,Schrift,Die,Schriften,Escritura,B1.2,intermediate,12/06/20,,
1206,Sozialarbeiter,Der,Sozialarbeiter,Asistente Social,B1.2,intermediate,12/06/20,,
1207,Unternehmen,Der,Unternehmen,Empresa,B1.2,intermediate,12/06/20,,
1208,Wissenschaftler,Der,Wissenschaftler,Científico,B1.2,intermediate,12/06/20,,
1209,Abschnitt,Der,Abschnitte,Sección - Segmento - Recorte,B1.2,intermediate,12/06/20,,
1210,Fleck,Der,Flecke,Mancha,B1.2,intermediate,12/06/20,,
1211,Jeans,Die,Jeans,Jeans,B1.2,intermediate,12/06/20,,
1212,Konto,Das,Konten,Cuenta,B1.2,intermediate,12/06/20,,
1213,Atem,Der,Atem,Aliento - Respiración,B1.2,intermediate,12/06/20,,
1214,Eindruck,Der,Eindrücke,Impresión,B1.2,intermediate,12/06/20,,
1215,Erwachsenenbildung,Die,Erwachsenenbildungen,Educación para adultos,B1.2,intermediate,12/06/20,,
1216,Fantasie,Die,Fantasien,Fantasia,B1.2,intermediate,12/06/20,,
1217,Gefahr,Die,Gefahren,Peligro,B1.2,intermediate,12/06/20,,
1218,Geschmack,Der,Geschmäcker,Sabor,B1.2,intermediate,12/06/20,,
1219,Gewürz,Das,Gewürze,Condimento,B1.2,intermediate,12/06/20,,
1220,Grundlage,Die,Grundlagen,Base - Fundamento,B1.2,intermediate,12/06/20,,
1221,Kultur,Die,Kulturen,Cultura,B1.2,intermediate,12/06/20,,
1222,Möglichkeit,Die,Möglichkeiten,Oportunidad / Posibilidad,B1.2,intermediate,12/06/20,,
1223,Nadel,Die,Nadeln,Aguja,B1.2,intermediate,12/06/20,,
1224,Rest,Der,Reste,Resto,B1.2,intermediate,12/06/20,,
1225,Richtung,Die,Richtungen,Dirección - Rumbo,B1.2,intermediate,12/06/20,,
1226,Schere,Die,Scheren,Tijeras,B1.2,intermediate,12/06/20,,
1227,Senior,Der,Senioren,Decano - Mayor,B1.2,intermediate,12/06/20,,
1228,Software,Die,Software,Software,B1.2,intermediate,12/06/20,,
1229,Stimme,Die,Stimmen,Voz,B1.2,intermediate,12/06/20,,
1230,Talent,Das,Talente,Talento,B1.2,intermediate,12/06/20,,
1231,Teilnehmer,Der,Teilnehmer,Concurrente - Participante,B1.2,intermediate,12/06/20,,
1232,Voraussetzung,Die,Voraussetzungen,Requsito,B1.2,intermediate,12/06/20,,
1233,Abgase,Die,Abgase,Gases residuales (caño de escape),B1.2,intermediate,12/06/20,,
1234,Absicht,Die,Absichten,Propósito,B1.2,intermediate,12/06/20,,
1235,Altenheim,Das,Altenheime,Asilo de ancianos,B1.2,intermediate,12/06/20,,
1236,Altersheim,Das,Altersheime,Asilo de ancianos,B1.2,intermediate,12/06/20,,
1237,Entfernung,Die,Entfernungen,Distancia,B1.2,intermediate,12/06/20,,
1238,Kritik,Die,Kritiken,Crítica,B1.2,intermediate,12/06/20,,
1239,Nachfrage,Die,Nachfragen,Demanda,B1.2,intermediate,12/06/20,,
1240,Planung,Die,Planungen,Planificación,B1.2,intermediate,12/06/20,,
1241,Prozess,Der,Prozesse,Proceso,B1.2,intermediate,12/06/20,,
1242,Smog,Der,Smogs,Smog,B1.2,intermediate,12/06/20,,
1243,Technologie,Die,Technologien,Tecnología,B1.2,intermediate,12/06/20,,
1244,Verbrechen,Das,Verbrechen,Crimen,B1.2,intermediate,12/06/20,,
1245,Wirklichkeit,Die,Wirklichkeiten,Realidad,B1.2,intermediate,12/06/20,,
1246,Zweifel,Der,Zweifel,Duda,B1.2,intermediate,12/06/20,,
1247,Blatt,Das,Blätter,Hoja - Chapa,B1.2,intermediate,12/06/20,,
1248,Distanz,Die,Distanzen,Distancia,B1.2,intermediate,12/06/20,,
1249,Einzelheit,Die,Einzelheiten,Detalle,B1.2,intermediate,12/06/20,,
1250,Metzgerei,Die,Metzgereien,Carniceria,B1.2,intermediate,12/06/20,,
1251,Metzger,Der,Metzger,Carnicero,B1.2,intermediate,12/06/20,,
1252,Pflaume,Die,Pflaumen,Ciruela,B1.2,intermediate,12/06/20,,
1253,Reihe,Die,Reihen,Fila,B1.2,intermediate,12/06/20,,
1254,Rollstuhl,Der,Rollstühle,Silla de ruedas,B1.2,intermediate,12/06/20,,
1255,Rollstuhlfahrer,Der,Rollstuhlfahrer,Discapacitado,B1.2,intermediate,12/06/20,,
1256,Anbieter,Der,Anbieter,Proveedor,B1.2,intermediate,12/06/20,,
1257,Energie,Die,Energien,Energia,B1.2,intermediate,12/06/20,,
1258,Gesetz,Das,Gesetze,Ley,B1.2,intermediate,12/06/20,,
1259,Konsum,Der,Konsum,Consumo,B1.2,intermediate,12/06/20,,
1260,Mobilität,Die,Mobilität,Mobilidad,B1.2,intermediate,12/06/20,,
1261,Reinigung,Die,Reinigungen,Purificación - Depuración - Limpieza,B1.2,intermediate,12/06/20,,
1262,Station,Die,Stationen,Estación,B1.2,intermediate,12/06/20,,
1263,Stecker,Der,Stecker,Enchufe,B1.2,intermediate,12/06/20,,
1264,Steckdose,Die,Steckdosen,Tomacorriente,B1.2,intermediate,12/06/20,,
1265,Umweltschmutzung,Die,Umweltschmutzungen,Protección del medio ambiente,B1.2,intermediate,12/06/20,,
1266,Bremse,Die,Bremsen,Freno,B1.2,intermediate,12/06/20,,
1267,Druck,Der,Druck,Impresión,B1.2,intermediate,12/06/20,,
1268,Eisenbahn,Die,Eisenbahnen,Ferrocarril,B1.2,intermediate,12/06/20,,
1269,Eisen,Das,Eisen,Hierro,B1.2,intermediate,12/06/20,,
1270,Ersatzeil,Das,Ersatzeile,Refacción - Repuesto - Pieza de cambio,B1.2,intermediate,12/06/20,,
1271,Klingel,Die,Klingeln,Campana - Timbre,B1.2,intermediate,12/06/20,,
1272,Kreuzung,Die,Kreuzungen,Intersección,B1.2,intermediate,12/06/20,,
1273,Vorfahrt,Die,Vorfahrten,Prioridad - Derecho de paso,B1.2,intermediate,12/06/20,,
1274,Badewanne,Die,Badewannen,Bañera,B1.2,intermediate,12/06/20,,
1275,Forum,Das,Foren,Foro,B1.2,intermediate,12/06/20,,
1276,Standpunkt,Der,Standpunkte,Punto de vista,B1.2,intermediate,12/06/20,,
1277,Atmosphäre,Die,Atmosphäre,Atmósfera,B1.2,intermediate,12/06/20,,
1278,Ausgang,Der,Ausgänge,Salida,B1.2,intermediate,12/06/20,,
1279,Notausgang,Der,Notausgänge,Salida de emergencia,B1.2,intermediate,12/06/20,,
1280,Empfang,Der,Empfänge,Recepción,B1.2,intermediate,12/06/20,,
1281,Garderobe,Die,Garderoben,Guardarropa,B1.2,intermediate,12/06/20,,
1282,Lautsprecher,Der,Lautsprecher,Altavoz,B1.2,intermediate,12/06/20,,
1283,Misserfolg,Der,Misserfolge,Fracaso,B1.2,intermediate,12/06/20,,
1284,Note,Die,Noten,Nota,B1.2,intermediate,12/06/20,,
1285,Stimmung,Die,Stimmungen,Estado de ánimo,B1.2,intermediate,12/06/20,,
1286,Studio,Das,Studios,Estudio,B1.2,intermediate,12/06/20,,
1287,Vergnügen,Das,Vergnügen,Placer,B1.2,intermediate,12/06/20,,
1288,Ausfahrt,Die,Ausfahrten,Salida - Excursión en auto,B1.2,intermediate,12/06/20,,
1289,Fußgängerzone,Die,Fußgängerzonen,Zona peatonal,B1.2,intermediate,12/06/20,,
1290,Gaststätte,Die,Gaststätten,Restaurante,B1.2,intermediate,12/06/20,,
1291,Gebäude,Das,Gebäude,Edificio,B1.2,intermediate,12/06/20,,
1292,Hallenbad,Das,Hallenbäder,Piscina cubierta,B1.2,intermediate,12/06/20,,
1293,Kaufhaus,Das,Kaufhäuser,Emporio,B1.2,intermediate,12/06/20,,
1294,Parkhaus,Das,Parkhäuser,Estacionamiento,B1.2,intermediate,12/06/20,,
1295,Platz,Der,Plätze,Lugar - Ubicación,B1.2,intermediate,12/06/20,,
1296,Marktplatz,Der,Marktplätze,Mercado,B1.2,intermediate,12/06/20,,
1297,Stadion,Das,Stadien,Estadio,B1.2,intermediate,12/06/20,,
1298,Umgebung,Die,Umgebungen,Alrededores - Inmediaciones - Entorno,B1.2,intermediate,12/06/20,,
1299,Ausdruck,Der,Ausdrücke,Expresión,B1.2,intermediate,12/06/20,,
1300,Gastfreundschaft,Die,Gastfreundschaften,Hospitalidad,B1.2,intermediate,12/06/20,,
1301,Geback,Das,Gebäcke,Pastel - Galletitas,B1.2,intermediate,12/06/20,,
1302,Kredit,Der,Kredite,Crédito,B1.2,intermediate,12/06/20,,
1303,Not,Die,Nöte,Angustia - Dificultad,B1.2,intermediate,12/06/20,,
1304,Patient,Der,Patienten,Paciente,B1.2,intermediate,12/06/20,,
1305,Schuld,Die,Schulden,Culpa,B1.2,intermediate,12/06/20,,
1306,Sekunde,Die,Sekunden,Segundo,B1.2,intermediate,12/06/20,,
1307,Sozialsiedlung,Die,Sozialsiedlungen,Viviendas del Estado,B1.2,intermediate,12/06/20,,
1308,Vergleich,Der,Vergleiche,Comparación,B1.2,intermediate,12/06/20,,
1309,Zustand,Der,Zustände,Estado - Situación - Condición,B1.2,intermediate,12/06/20,,
1310,Interviewer,Der,Interviewer,Entrevistador,B2.1,intermediate,12/06/20,,
1311,Kontakt,Der,Kontakte,Contacto,B2.1,intermediate,12/06/20,,
1312,Handy,Das,Handys,Teléfono celular,B2.1,intermediate,12/06/20,,
1313,Interview,Das,Interviews,Entrevista,B2.1,intermediate,12/06/20,,
1314,Nachricht,Die,Nachrichten,Mensaje / Noticia,B2.1,intermediate,12/06/20,,
1315,Reihenfolge,Die,Reihenfolgen,Orden / Serie / Cadencia,B2.1,intermediate,12/06/20,,
1316,Thema,Das,Themen,Tema / Materia,B2.1,intermediate,12/06/20,,
1317,Chat,Der,Chats,Chat,B2.1,intermediate,12/06/20,,
1318,Gerät,Das,Geräte,Dispositivo / Utensillo,B2.1,intermediate,12/06/20,,
1319,Insel,Die,Inseln,Isla,B2.1,intermediate,12/06/20,,
1320,Netz,Das,Netze,Red,B2.1,intermediate,12/06/20,,
1321,Netzwerk,Das,Netzwerke,Red de trabajo,B2.1,intermediate,12/06/20,,
1322,Record,Der,Recorde,Registro,B2.1,intermediate,12/06/20,,
1323,Titel,Der,Titel,Título / Dictado,B2.1,intermediate,12/06/20,,
1324,Alltag,Der,Alltag,La vida cotidiana,B2.1,intermediate,12/06/20,,
1325,Artikel,Der,Artikel,Artículo,B2.1,intermediate,12/06/20,,
1326,Ausdruck,Der,Ausdrücke,Expresión,B2.1,intermediate,12/06/20,,
1327,Aussprache,Die,Aussprache,Pronunciación / Debate,B2.1,intermediate,12/06/20,,
1328,Erfolg,Der,Erfolge,Ëxito,B2.1,intermediate,12/06/20,,
1329,Ergebnis,Das,Ergebnisse,Resultado / Consecuencia / Efecto,B2.1,intermediate,12/06/20,,
1330,Fremdsprache,Die,Fremdsprachen,Lengua Extranjera,B2.1,intermediate,12/06/20,,
1331,Gefühl,Das,Gefühle,Sentimiento,B2.1,intermediate,12/06/20,,
1332,Geschichte,Die,Geschichten,Historia / Cuento,B2.1,intermediate,12/06/20,,
1333,Kommunikation,Die,Kommunikationen,Comunicación,B2.1,intermediate,12/06/20,,
1334,Kursleiter,Der,Kursleiter,Profesor,B2.1,intermediate,12/06/20,,
1335,Kursleiterin,Die,Kursleiterinnen,Profesora,B2.1,intermediate,12/06/20,,
1336,Laut,Der,Laute,Sonido,B2.1,intermediate,12/06/20,,
1337,Typ,Der,Typen,Tipo,B2.1,intermediate,12/06/20,,
1338,Person,Die,Personen,Persona,B2.1,intermediate,12/06/20,,
1339,Liste,Die,Listen,Lista,B2.1,intermediate,12/06/20,,
1340,Original,Das,Originale,Orginal,B2.1,intermediate,12/06/20,,
1341,Redemittel,Das,Redemittel,Recursos Expresivos,B2.1,intermediate,12/06/20,,
1342,Regel,Die,Regeln,Regla,B2.1,intermediate,12/06/20,,
1343,Rolle,Die,Rollen,Rol / Papel,B2.1,intermediate,12/06/20,,
1344,Sprichwort,Das,Sprichwörter,Proverbio / Refrán / Adagio,B2.1,intermediate,12/06/20,,
1345,Symbol,Das,Symbole,Símbolo,B2.1,intermediate,12/06/20,,
1346,System,Das,Systeme,Sistema / Método,B2.1,intermediate,12/06/20,,
1347,Tabelle,Die,Tabellen,Tabla / Cuadro sinóptico,B2.1,intermediate,12/06/20,,
1348,Training,Das,Trainings,Entrenamiento,B2.1,intermediate,12/06/20,,
1349,Übung,Die,Übungen,Ejercicio,B2.1,intermediate,12/06/20,,
1350,Eintrag,Der,Einträge,Entrada / Asiento,B2.1,intermediate,12/06/20,,
1351,Fachwort,Das,Fachwörter,Término técnico,B2.1,intermediate,12/06/20,,
1352,Satz,Der,Sätze,Oración,B2.1,intermediate,12/06/20,,
1353,Vorteil,Der,Vorteile,Ventaja,B2.1,intermediate,12/06/20,,
1354,Wörterbuch,Das,Wörterbücher,Diccionario,B2.1,intermediate,12/06/20,,
1355,Teilnehmer,Der,Teilnehmer,Concurrente - Participante,B2.1,intermediate,12/06/20,,
1356,Teilnehmerin,Die,Teilnehmerinnen,Partícipante,B2.1,intermediate,12/06/20,,
1357,Ziel,Das,Ziele,Objetivo / Finalidad,B2.1,intermediate,12/06/20,,
1358,Zweck,Der,Zwecke,Finalidad / Objetivo,B2.1,intermediate,12/06/20,,
1359,Begrüßung,Die,Begrüßungen,Bienvenida / Saludo,B2.1,intermediate,12/06/20,,
1360,Atmosphäre,Die,Atmosphäre,Atmósfera,B2.1,intermediate,12/06/20,,
1361,Ball,Der,Bälle,Pelota,B2.1,intermediate,12/06/20,,
1362,Wahl,Die,Wahlen,Elección,B2.1,intermediate,12/06/20,,
1363,Abteilung,Die,Abteilungen,División / Departament,B2.1,intermediate,12/06/20,,
1364,Betrieb,Der,Betriebe,Empresa / Negocio / Establecimiento,B2.1,intermediate,12/06/20,,
1365,Gebirge,Das,Gebirge,Montaña,B2.1,intermediate,12/06/20,,
1366,Junggeselle,Der,Junggesellen,Soltero,B2.1,intermediate,12/06/20,,
1367,Junggesellin,Die,Junggesellinnen,Soltera,B2.1,intermediate,12/06/20,,
1368,Kantine,Die,Kantinen,Cantina,B2.1,intermediate,12/06/20,,
